age,income,years_experience,target
54,33625,14,1
20,68237,11,0
32,31223,23,0
38,89303,36,1
54,95197,10,0
29,135414,18,0
21,104693,0,0
26,141555,16,1
56,67760,39,1
59,109182,15,1
45,140174,25,0
40,87966,14,1
57,59024,7,0
39,100323,29,0
41,53202,13,0
43,149414,32,0
47,81524,6,1
50,73908,17,1
33,66067,11,0
39,39360,1,1
35,128228,28,1
24,134755,20,1
43,42941,6,1
25,45993,26,1
23,44620,11,1
47,50193,19,1
56,81559,13,1
40,51248,9,1
49,75852,22,1
39,35027,29,1
59,93410,30,0
26,34260,9,0
48,67596,18,1
24,137076,18,1
26,39012,22,1
30,55823,31,1
20,103851,19,0
52,77027,3,0
50,108167,32,1
38,113794,0,0
48,55099,12,1
51,131427,2,0
49,66992,11,1
52,149942,28,0
32,126912,30,0
49,147886,35,0
23,40977,1,1
38,86234,21,0
50,122230,21,1
49,77376,30,0
36,63978,13,0
50,39218,28,1
45,51788,34,1
48,50501,8,1
38,107989,31,0
51,133733,26,1
32,45210,9,1
31,104225,24,1
36,75489,32,0
32,122917,10,1
23,93721,36,1
26,125044,8,0
54,72653,6,1
37,116678,6,0
51,70950,33,1
55,38916,18,1
43,95911,19,1
35,61449,24,1
45,119333,4,0
26,50782,28,0
49,122564,26,0
23,50243,24,0
31,146374,36,0
45,59379,14,0
41,67780,3,1
30,60740,13,1
29,144944,16,1
36,49984,20,0
38,30050,15,1
44,36590,25,0
36,70205,8,0
41,45162,1,1
43,79746,14,1
45,43105,34,0
35,67499,23,0
53,66641,37,0
59,41628,13,1
46,72032,36,0
34,95029,36,0
21,68516,5,1
46,117157,17,0
21,31476,21,1
27,149558,17,0
42,70800,1,1
48,65788,31,0
20,119973,16,1
19,56240,0,0
42,140988,8,0
23,40922,12,1
43,143690,35,1
25,94198,36,0
52,88739,29,0
44,103602,30,0
42,42089,22,0
35,62600,27,0
18,76176,9,0
56,38167,24,0
20,108352,35,1
21,51164,25,0
58,115965,25,1
54,130537,12,0
32,61415,16,0
25,103653,39,1
55,142854,3,0
36,101895,22,1
43,109900,34,0
56,132501,10,0
27,124330,11,0
55,105829,8,0
31,88650,14,1
58,88981,36,1
36,104868,4,1
47,30615,18,0
22,75612,10,1
48,107937,8,0
24,146254,34,1
36,71936,26,0
48,59372,12,1
56,137812,11,1
41,143858,8,1
51,97875,27,1
40,111782,12,0
57,91700,19,1
23,38109,12,1
55,53758,26,1
58,118627,25,1
53,138592,28,0
44,43317,28,0
28,112298,21,0
22,99001,8,1
34,81423,23,1
24,55622,18,0
44,145695,37,0
32,36800,30,0
30,144797,38,0
28,65539,14,0
43,132187,31,1
39,32600,28,1
45,101054,33,0
41,115163,8,1
46,145693,34,1
26,59369,5,0
59,126981,36,0
21,46689,13,0
35,111459,8,0
33,68469,18,1
50,125939,22,1
46,30958,27,1
56,149958,15,1
27,135899,25,0
26,90012,37,1
48,99074,39,0
45,90021,24,1
20,118940,34,1
31,80782,4,0
42,105519,6,0
32,130907,22,0
19,89315,24,1
41,54642,0,0
31,109003,21,1
24,30205,3,1
53,122945,27,0
41,42442,13,1
44,121826,32,0
54,121644,3,0
55,35691,10,1
47,68909,38,1
44,147833,31,1
56,49504,3,0
32,94270,0,0
43,125698,25,0
18,135032,32,1
21,88051,16,0
46,68798,26,1
18,79330,4,0
39,117087,6,0
28,108919,24,1
27,112032,7,1
34,71716,33,1
53,104624,3,0
43,76982,11,1
38,57444,30,1
30,54734,10,1
26,71745,36,1
28,64571,35,0
28,121951,21,0
23,45389,0,1
18,123280,3,1
23,114218,35,0
30,75038,7,1
39,129846,24,1
48,102795,27,1
39,75168,37,0
54,108082,35,0
44,97690,35,0
31,104302,3,1
22,144053,12,1
53,41230,37,1
49,113301,24,0
51,35902,2,0
24,96758,31,1
59,57050,38,1
27,129805,0,1
34,104586,10,1
47,144512,1,1
38,99110,4,0
30,132033,21,0
18,106693,12,0
18,49575,22,0
50,88940,30,1
55,70244,34,0
42,113481,37,0
43,44962,34,1
30,130826,12,0
45,130695,6,1
50,147363,4,0
54,146871,28,1
58,120388,7,1
47,126220,7,1
25,140378,6,0
18,107332,18,0
29,54450,38,1
22,130382,22,0
41,83494,35,1
23,75037,31,1
42,142666,3,1
18,113040,29,1
42,141264,38,1
18,60041,4,1
49,40715,2,1
59,51803,21,0
59,98906,27,0
20,91726,21,0
36,31908,21,0
46,148208,33,0
19,67075,28,0
26,94587,12,1
34,83648,6,0
53,51134,9,1
34,139601,27,0
29,145185,3,1
37,86143,31,0
20,99123,21,0
21,125559,19,0
34,75153,19,0
54,32413,5,0
59,148488,8,1
32,120574,27,1
50,52555,12,0
33,40952,30,1
28,98993,38,1
37,104000,13,1
55,96686,21,1
41,142841,36,0
33,62264,23,0
47,135758,7,1
51,77553,14,0
18,84359,5,0
41,139885,22,0
41,128322,24,0
26,39808,30,1
39,82330,28,1
29,144672,22,1
34,68345,9,0
42,99617,8,1
45,69222,12,1
32,87755,31,1
47,38933,0,1
44,98207,0,0
39,73739,36,1
27,77738,39,0
48,126753,17,0
44,134691,35,1
29,135137,30,0
48,114544,0,0
49,51883,35,1
49,128818,8,1
58,128510,21,1
52,129251,27,1
38,73401,25,1
27,45380,9,0
33,48212,2,1
24,58174,1,0
21,36861,36,0
44,36094,30,1
42,134649,32,0
48,81319,31,0
28,76728,11,1
37,54363,2,1
53,117846,25,0
34,69300,13,0
28,84808,11,0
47,35943,25,0
52,110105,15,0
58,72616,7,1
55,104329,27,1
39,133743,6,1
44,55287,14,1
54,63971,35,0
52,86152,7,1
21,72351,9,1
33,142715,14,0
33,90040,17,0
38,126905,36,0
43,118559,34,1
53,90616,1,1
36,141421,21,0
34,53897,14,0
43,53010,36,1
39,70154,38,0
45,131435,35,0
18,50114,4,0
53,49050,14,1
54,145237,26,1
19,51125,15,1
34,124094,35,0
57,80396,37,0
55,74846,17,1
38,50396,34,0
26,122661,24,0
30,118116,21,1
28,149233,30,0
33,68973,36,0
33,53574,33,0
19,120155,22,0
59,43869,15,1
25,96194,5,0
59,92167,14,1
30,86147,17,1
34,142686,37,1
56,42122,12,1
41,73827,23,0
20,43335,12,0
47,93576,0,1
30,51677,35,1
36,58223,17,1
24,59814,32,1
26,113611,37,0
36,73185,5,1
57,106794,16,1
39,126063,3,0
35,105675,13,1
40,72325,29,0
19,70503,19,0
28,49514,7,0
48,86196,1,1
50,50917,36,0
31,84699,3,0
33,124633,9,1
28,80119,19,1
50,113324,34,1
24,55061,9,1
48,39947,27,0
31,111080,14,1
45,115550,35,0
33,110331,0,0
36,62632,21,1
34,49352,26,1
43,53653,28,1
23,97115,14,1
26,127294,9,0
34,73755,19,1
48,134296,21,0
29,128354,8,0
40,101988,31,1
22,67921,16,1
53,89003,18,1
53,110876,39,0
20,76668,26,0
41,85175,36,0
34,77738,33,1
56,83452,9,1
43,98323,29,1
21,76149,20,1
29,143893,20,1
18,45839,33,1
38,32155,8,1
36,37019,33,0
38,84512,11,0
35,91690,20,0
20,116150,19,0
49,56190,5,1
27,135911,35,1
57,40928,11,1
32,78425,30,0
22,104134,1,1
21,139875,15,0
45,116117,0,0
21,78974,3,0
32,140191,0,1
34,77796,34,1
20,78743,12,0
27,142143,30,0
59,109455,19,1
40,133716,6,0
35,100035,39,1
18,67677,32,0
52,86321,27,1
48,143782,19,0
18,139398,31,1
20,88973,8,0
20,82414,33,1
54,55602,13,0
36,147677,3,1
46,59692,28,0
42,135958,14,0
50,78750,16,0
53,146912,18,0
46,51760,37,0
43,98456,8,0
21,54085,26,1
31,93964,14,1
44,52925,36,0
50,35615,27,1
39,67083,3,0
20,140764,20,0
40,98319,33,1
38,39605,18,0
58,141093,36,0
40,74608,3,1
21,49192,36,0
38,33331,31,0
54,81330,11,1
48,127392,15,1
38,79949,13,0
43,98382,0,0
58,129233,31,0
52,67586,20,0
55,82243,3,0
41,130566,8,0
28,88618,21,0
58,108311,11,1
46,37549,29,0
20,148168,29,0
18,82494,31,1
36,117973,35,0
39,53958,6,0
31,119779,16,1
31,137713,0,0
33,137960,13,1
50,124520,37,1
30,132478,25,1
55,67538,26,1
29,35833,15,1
55,53386,6,1
56,146981,31,1
50,130349,24,0
50,129341,30,1
46,101778,15,1
22,124240,13,0
23,137955,24,0
48,54832,29,1
33,107857,6,1
48,68930,11,1
42,62407,2,1
50,34073,26,0
30,47667,18,0
27,46035,36,1
41,36732,6,0
27,85097,15,0
58,33487,31,0
48,130488,7,0
30,87702,12,1
20,124961,10,0
51,142194,19,0
45,115107,17,1
36,59075,36,0
40,137721,5,1
49,101031,19,1
30,114217,31,0
50,44781,28,0
51,69865,3,1
50,38469,6,0
22,75167,19,1
20,111738,33,1
24,49928,35,0
41,106521,6,1
39,69599,32,1
40,46775,14,0
47,96504,31,0
35,105918,21,1
49,100687,39,0
24,56804,28,1
50,139122,24,0
22,62259,4,1
45,116284,13,0
25,115227,34,0
32,127556,1,0
21,73560,24,0
51,57256,15,0
22,36125,15,1
50,34370,10,1
22,34838,34,0
55,144479,22,1
51,87429,4,0
43,33134,34,1
18,140995,28,1
21,73199,4,1
56,107092,2,0
43,63822,5,0
50,123513,22,1
50,50113,1,1
25,93594,17,1
37,126102,29,1
33,32669,37,0
38,79427,4,0
43,111617,10,1
40,42938,0,0
35,35717,9,1
48,107818,25,0
59,77659,32,1
29,137601,26,0
18,94575,11,1
59,109737,1,0
26,46289,0,1
20,54406,0,0
43,126822,32,1
26,42873,21,1
59,112048,11,0
33,124463,38,0
41,53461,35,0
31,50710,20,1
20,115488,19,1
51,43448,35,1
50,45198,25,0
41,103158,30,1
26,136384,0,0
30,97938,37,1
19,80799,13,1
24,131860,25,1
38,124003,6,0
36,64961,11,1
42,73007,23,1
39,95470,18,0
28,82256,8,1
50,50739,34,0
49,114054,3,1
38,88186,31,1
56,56547,5,0
37,124472,27,1
25,115823,27,0
59,148301,39,0
54,136887,28,1
26,81431,4,1
42,55476,4,1
42,108411,36,1
50,40686,27,1
19,47536,8,0
36,64062,28,0
37,78216,13,0
59,55041,37,0
58,61653,39,0
59,51673,33,1
46,40367,36,0
23,49629,13,0
34,141641,17,1
42,118636,32,1
55,102190,33,1
21,55063,27,1
47,49322,35,0
37,114546,36,1
20,145637,22,0
40,42693,16,1
35,39241,10,1
43,59778,31,0
53,132379,36,0
25,42651,14,1
34,55966,3,0
48,39275,38,1
54,75606,29,1
50,31658,9,0
44,124499,22,0
21,102468,23,0
39,44248,35,1
43,54437,4,0
49,69727,36,0
41,48201,18,1
52,71150,36,0
54,145148,7,0
49,119891,6,0
24,44999,39,0
50,36376,12,1
48,81673,36,0
29,33476,26,1
28,147393,17,1
41,99902,23,0
25,144510,1,1
49,121269,15,0
55,107994,13,1
39,92878,16,0
51,128331,5,1
36,50615,34,1
37,41164,16,1
31,69316,37,1
50,98560,39,1
27,59559,5,1
33,92968,37,0
21,96800,20,1
44,39047,34,0
45,74985,22,1
33,102123,11,0
50,36577,28,1
36,113171,26,1
38,141100,5,1
39,33870,20,1
26,64094,6,1
26,85329,15,1
26,39217,4,1
44,145049,14,1
34,113138,20,0
25,96141,3,0
33,52343,4,1
35,80822,6,0
50,43003,34,1
18,138793,35,0
29,89538,14,1
23,62089,27,0
58,83595,1,0
22,113197,4,1
33,112318,6,0
35,60029,21,1
35,109023,30,1
18,81324,31,0
36,81962,7,1
25,143037,10,0
20,69042,0,0
42,117601,39,0
22,106380,18,0
57,114859,37,0
36,120933,36,0
35,75957,6,1
48,112864,38,0
50,73739,24,0
35,68733,21,0
56,75389,26,1
33,59715,37,1
33,69116,38,1
55,86922,14,0
58,86251,1,0
24,91794,7,0
31,47580,5,1
42,145900,19,1
49,30823,26,1
55,122008,22,0
39,37084,39,0
33,107991,16,1
46,40607,12,0
33,112455,3,1
29,142540,19,1
34,114930,24,1
54,144540,21,0
44,106355,16,1
42,41969,39,1
30,93059,10,0
25,47333,24,0
22,107236,4,1
29,127328,20,0
58,128847,25,0
20,66668,15,0
52,41945,39,0
50,132528,20,1
39,76526,31,0
26,77717,3,1
58,89426,37,0
35,131170,7,0
46,114166,8,1
56,146524,16,0
